t,y
0.5339,0.0
0.5358,0.0
0.5377,0.0
0.5396,0.0
0.5415,0.0
0.5434,0.0
0.5453,0.0
0.5472,0.0
0.5491,0.0
0.551,0.0
0.5529,0.0
0.5548,0.0
0.5567,0.0
0.5586,0.0
0.5605,0.0
0.5624,0.0
0.5643,0.0
0.5662,0.0
0.5681,0.0
0.57,0.0
0.5719,0.0
0.5738,0.0
0.5757,0.0
0.5776,0.0
0.5795,0.0
0.5814,0.0
0.5833,0.0
0.5852,0.0
0.5871,0.0
0.589,0.0
0.5909,0.0
0.5928,0.0
0.5947,0.0
0.5966,0.0
0.5985,0.0
0.6004,0.0
0.6023,0.0
0.6042,0.0
0.6061,0.0
0.608,0.0
0.6099,0.0
0.6118,0.0
0.6137,0.0
0.6156,0.0
0.6175,0.0
0.6194,0.0
0.6213,0.0
0.6232,0.0
0.6251,0.0
0.627,0.0
0.6289,0.0
0.6308,0.0
0.6327,0.0
0.6346,0.0
0.6365,0.0
0.6384,0.0
0.6403,0.0
0.6422,0.0
0.6441,0.0
0.646,0.0
0.6479,0.0
0.6498,0.0
0.6517,0.0
0.6536,0.0
0.6555,0.0
0.6574,0.0
0.6593,0.0
0.6612,0.0
0.6631,0.0
0.665,0.0
0.6669,0.0
0.6688,0.0
0.6707,0.0
0.6726,0.0
0.6745,0.0
0.6764,0.0
0.6783,0.0
0.6802,0.0
0.6821,0.0
0.684,0.0
0.6859,0.0
0.6878,0.0
0.6897,0.0
0.6916,0.0
0.6935,0.0
0.6954,0.0
0.6973,0.0
0.6992,0.0
0.7011,0.0
0.703,0.0
0.7049,0.0
0.7068,0.0
0.7087,0.0
0.7106,0.0
0.7125,0.0
0.7144,0.0
0.7163,0.0
0.7182,0.0
0.7201,0.0
0.722,0.0
0.7239,0.0
0.7258,0.0
0.7277,0.0
0.7296,0.0
0.7315,0.0
0.7334,0.0
0.7353,0.0
0.7372,0.0
0.7391,0.0
0.741,0.0
0.7429,0.0
0.7448,0.0
0.7467,0.0
0.7486,0.0
0.7505,0.0
0.7524,0.0
0.7543,0.0
0.7562,0.0
0.7581,0.0
0.76,0.0
0.7619,0.0
0.7638,0.0
0.7657,0.0
0.7676,0.0
0.7695,0.0
0.7714,0.0
0.7733,0.0
0.7752,0.0
0.7771,0.0
0.779,0.0
0.7809,0.0
0.7828,0.0
0.7847,0.0
0.7866,0.0
0.7885,0.0
0.7904,0.0
0.7923,0.0
0.7942,0.0
0.7961,0.0
0.798,0.0
0.7999,0.0
0.8018,0.0
0.8037,0.0
0.8056,0.0
0.8075,0.0
0.8094,0.0
0.8113,0.0
0.8132,0.0
0.8151,0.0
0.817,0.0
0.8189,0.0
0.8208,0.0
0.8227,0.0
0.8246,0.0
0.8265,0.0
0.8284,0.0
0.8303,0.0
0.8322,0.0
0.8341,0.0
0.836,0.0
0.8379,0.0
0.8398,0.0
0.8417,0.0
0.8436,0.0
0.8455,0.0
0.8474,0.0
0.8493,0.0
0.8512,0.0
0.8531,0.0
0.855,0.0
0.8569,0.0
0.8588,0.0
0.8607,0.0
0.8626,0.0
0.8645,0.0
0.8664,0.0
0.8683,0.0
0.8702,0.0
0.8721,0.0
0.874,0.0
0.8759,0.0
0.8778,0.0
0.8797,0.0
0.8816,0.0
0.8835,0.0
0.8854,0.0
0.8873,0.0
0.8892,0.0
0.8911,0.0
0.893,0.0
0.8949,0.0
0.8968,0.0
0.8987,0.0
0.9006,0.0
0.9025,0.0
0.9044,0.0
0.9063,0.0
0.9082,0.0
0.9101,0.0
0.912,0.0
0.9139,0.0
0.9158,0.0
0.9177,0.0
0.9196,0.0
0.9215,0.0
0.9234,0.0
0.9253,0.0
0.9272,0.0
0.9291,0.0
0.931,0.0
0.9329,0.0
0.9348,0.0
0.9367,0.0
0.9386,0.0
0.9405,0.0
0.9424,0.0
0.9443,0.0
0.9462,0.0
0.9481,0.0
0.95,0.0
0.9519,0.0
0.9538,0.0
0.9557,0.0
0.9576,0.0
0.9595,0.0
0.9614,0.0
0.9633,0.0
0.9652,0.0
0.9671,0.0
0.969,0.0
0.9709,0.0
0.9728,0.0
0.9747,0.0
0.9766,0.0
0.9785,0.0
0.9804,0.0
0.9823,0.0
0.9842,0.0
0.9861,0.0
0.988,0.0
0.9899,0.0
0.9918,0.0
0.9937,0.0
0.9956,0.0
0.9975,0.0
0.9994,0.0
1.0013,0.0
1.0032,0.0
1.0051,0.0
1.007,0.0
1.0089,0.0
1.0108,0.0
1.0127,0.0
1.0146,0.0
1.0165,0.0
1.0184,0.0
1.0203,0.0
1.0222,0.0
1.0241,0.0
1.026,0.0
1.0279,0.0
1.0298,0.0
1.0317,0.0
1.0336,0.0
1.0355,0.0
1.0374,0.0
1.0393,0.0
1.0412,0.0
1.0431,0.0
1.045,0.0
1.0469,0.0
1.0488,0.0
1.0507,0.0
1.0526,0.0
1.0545,0.0
1.0564,0.0
1.0583,0.0
1.0602,0.0
1.0621,0.0
1.064,0.0
1.0659,0.0
1.0678,0.0
1.0697,0.0
1.0716,0.0
1.0735,0.0
1.0754,0.0
1.0773,0.0
1.0792,0.0
1.0811,0.0
1.083,0.0
1.0849,0.0
1.0868,0.0
1.0887,0.0
1.0906,0.0
1.0925,0.0
1.0944,0.0
1.0963,0.0
1.0982,0.0
1.1001,0.0
1.102,0.0
1.1039,0.0
1.1058,0.0
1.1077,0.0
1.1096,0.0
1.1115,0.0
1.1134,0.0
1.1153,0.0
1.1172,0.0
1.1191,0.0
1.121,0.0
1.1229,0.0
1.1248,0.0
1.1267,0.0
1.1286,0.0
1.1305,0.0
1.1324,0.0
1.1343,0.0
1.1362,0.0
1.1381,0.0
1.14,0.0
1.1419,0.0
1.1438,0.0
1.1457,0.0
1.1476,0.0
1.1495,0.0
1.1514,0.0
1.1533,0.0
1.1552,0.0
1.1571,0.0
1.159,0.0
1.1609,0.0
1.1628,0.0
1.1647,0.0
1.1666,0.0
1.1685,0.0
1.1704,0.0
1.1723,0.0
1.1742,0.0
1.1761,0.0
1.178,0.0
1.1799,0.0
1.1818,0.0
1.1837,0.0
1.1856,0.0
1.1875,0.0
1.1894,0.0
1.1913,0.0
1.1932,0.0
1.1951,0.0
1.197,0.0
1.1989,0.0
1.2008,0.0
1.2027,0.0
1.2046,0.0
1.2065,0.0
1.2084,0.0
1.2103,0.0
1.2122,0.0
1.2141,0.0
1.216,0.0
1.2179,0.0
1.2198,0.0
1.2217,0.0
1.2236,0.0
1.2255,0.0
1.2274,0.0
1.2293,0.0
1.2312,0.0
1.2331,0.0
1.235,0.0
1.2369,0.0
1.2388,0.0
1.2407,0.0
1.2426,0.0
1.2445,0.0
1.2464,0.0
1.2483,0.0
1.2502,0.0
1.2521,0.0
1.254,0.0
1.2559,0.0
1.2578,0.0
1.2597,0.0
1.2616,0.0
1.2635,0.0
1.2654,0.0
1.2673,0.0
1.2692,0.0
1.2711,0.0
1.273,0.0
1.2749,0.0
1.2768,0.0
1.2787,0.0
1.2806,0.0
1.2825,0.0
1.2844,0.0
1.2863,0.0
1.2882,0.0
1.2901,0.0
1.292,0.0
1.2939,0.0
1.2958,0.0
1.2977,0.0
1.2996,0.0
1.3015,0.0
1.3034,0.0
1.3053,0.0
1.3072,0.0
1.3091,0.0
1.311,0.0
1.3129,0.0
1.3148,0.0
1.3167,0.0
1.3186,0.0
1.3205,0.0
1.3224,0.0
1.3243,0.0
1.3262,0.0
1.3281,0.0
1.33,0.0
1.3319,0.0
1.3338,0.0
1.3357,0.0
1.3376,0.0
1.3395,0.0
1.3414,0.0
1.3433,0.0
1.3452,0.0
1.3471,0.0
1.349,0.0
1.3509,0.0
1.3528,0.0
1.3547,0.0
1.3566,0.0
1.3585,0.0
1.3604,0.0
1.3623,0.0
1.3642,0.0
1.3661,0.0
1.368,0.0
1.3699,0.0
1.3718,0.0
1.3737,0.0
1.3756,0.0
1.3775,0.0
1.3794,0.0
1.3813,0.0
1.3832,0.0
1.3851,0.0
1.387,0.0
1.3889,0.0
1.3908,0.0
1.3927,0.0
1.3946,0.0
1.3965,0.0
1.3984,0.0
1.4003,0.0
1.4022,0.0
1.4041,0.0
1.406,0.0
1.4079,0.0
1.4098,0.0
1.4117,0.0
1.4136,0.0
1.4155,0.0
1.4174,0.0
1.4193,0.0
1.4212,0.0
1.4231,0.0
1.425,0.0
1.4269,0.0
1.4288,0.0
1.4307,0.0
1.4326,0.0
1.4345,0.0
1.4364,0.0
1.4383,0.0
1.4402,0.0
1.4421,0.0
1.444,0.0
1.4459,0.0
1.4478,0.0
1.4497,0.0
1.4516,0.0
1.4535,0.0
1.4554,0.0
1.4573,0.0
1.4592,0.0
1.4611,0.0
1.463,0.0
1.4649,0.0
1.4668,0.0
1.4687,0.0
1.4706,0.0
1.4725,0.0
1.4744,0.0
1.4763,0.0
1.4782,0.0
1.4801,0.0
1.482,0.0
1.4839,0.0
1.4858,0.0
1.4877,0.0
1.4896,0.0
1.4915,0.0
1.4934,0.0
1.4953,0.0
1.4972,0.0
1.4991,0.0
1.501,0.0
1.5029,0.0
1.5048,0.0
1.5067,0.0
1.5086,0.0
1.5105,0.0
1.5124,0.0
1.5143,0.0
1.5162,0.0
1.5181,0.0
1.52,0.0
1.5219,0.0
1.5238,0.0
1.5257,0.0
1.5276,0.0
1.5295,0.0
1.5314,0.0
1.5333,0.0
1.5352,0.0
1.5371,0.0
1.539,0.0
1.5409,0.0
1.5428,0.0
1.5447,0.0
1.5466,0.0
1.5485,0.0
1.5504,0.0
1.5523,0.0
1.5542,0.0
1.5561,0.0
1.558,0.0
1.5599,0.0
1.5618,0.0
1.5637,0.0
1.5656,0.0
1.5675,0.0
1.5694,0.0
1.5713,0.0
1.5732,0.0
1.5751,0.0
1.577,0.0
1.5789,0.0
1.5808,0.0
1.5827,0.0
1.5846,0.0
1.5865,0.0
1.5884,0.0
1.5903,0.0
1.5922,0.0
1.5941,0.0
1.596,0.0
1.5979,0.0
1.5998,0.0
1.6017,0.0
1.6036,0.0
1.6055,0.0
1.6074,0.0
1.6093,0.0
1.6112,0.0
1.6131,0.0
1.615,0.0
1.6169,0.0
1.6188,0.0
1.6207,0.0
1.6226,0.0
1.6245,0.0
1.6264,0.0
1.6283,0.0
1.6302,0.0
1.6321,0.0
1.634,0.0
1.6359,0.0
1.6378,0.0
1.6397,0.0
1.6416,0.0
1.6435,0.0
1.6454,0.0
1.6473,0.0
1.6492,0.0
1.6511,0.0
1.653,0.0
1.6549,0.0
1.6568,0.0
1.6587,0.0
1.6606,0.0
1.6625,0.0
1.6644,0.0
1.6663,0.0
1.6682,0.0
1.6701,0.0
1.672,0.0
1.6739,0.0
1.6758,0.0
1.6777,0.0
1.6796,0.0
1.6815,0.0
1.6834,0.0
1.6853,0.0
1.6872,0.0
1.6891,0.0
1.691,0.0
1.6929,0.0
1.6948,0.0
1.6967,0.0
1.6986,0.0
1.7005,0.0
1.7024,0.0
1.7043,0.0
1.7062,0.0
1.7081,0.0
1.71,0.0
1.7119,0.0
1.7138,0.0
1.7157,0.0
1.7176,0.0
1.7195,0.0
1.7214,0.0
1.7233,0.0
1.7252,0.0
1.7271,0.0
1.729,0.0
1.7309,0.0
1.7328,0.0
1.7347,0.0
1.7366,0.0
1.7385,0.0
1.7404,0.0
1.7423,0.0
1.7442,0.0
1.7461,0.0
1.748,0.0
1.7499,0.0
1.7518,0.0
1.7537,0.0
1.7556,0.0
1.7575,0.0
1.7594,0.0
1.7613,0.0
1.7632,0.0
1.7651,0.0
1.767,0.0
1.7689,0.0
1.7708,0.0
1.7727,0.0
1.7746,0.0
1.7765,0.0
1.7784,0.0
1.7803,0.0
1.7822,0.0
1.7841,0.0
1.786,0.0
1.7879,0.0
1.7898,0.0
1.7917,0.0
1.7936,0.0
1.7955,0.0
1.7974,0.0
1.7993,0.0
1.8012,0.0
1.8031,0.0
1.805,0.0
1.8069,0.0
1.8088,0.0
1.8107,0.0
1.8126,0.0
1.8145,0.0
1.8164,0.0
1.8183,0.0
1.8202,0.0
1.8221,0.0
1.824,0.0
1.8259,0.0
1.8278,0.0
1.8297,0.0
1.8316,0.0
1.8335,0.0
1.8354,0.0
1.8373,0.0
1.8392,0.0
1.8411,0.0
1.843,0.0
1.8449,0.0
1.8468,0.0
1.8487,0.0
1.8506,0.0
1.8525,0.0
1.8544,0.0
1.8563,0.0
1.8582,0.0
1.8601,0.0
1.862,0.0
1.8639,0.0
1.8658,0.0
1.8677,0.0
1.8696,0.0
1.8715,0.0
1.8734,0.0
1.8753,0.0
1.8772,0.0
1.8791,0.0
1.881,0.0
1.8829,0.0
1.8848,0.0
1.8867,0.0
1.8886,0.0
1.8905,0.0
1.8924,0.0
1.8943,0.0
1.8962,0.0
1.8981,0.0
1.9,0.0
1.9019,0.0
1.9038,0.0
1.9057,0.0
1.9076,0.0
1.9095,0.0
1.9114,0.0
1.9133,0.0
1.9152,0.0
1.9171,0.0
1.919,0.0
1.9209,0.0
1.9228,0.0
1.9247,0.0
1.9266,0.0
1.9285,0.0
1.9304,0.0
1.9323,0.0
1.9342,0.0
1.9361,0.0
1.938,0.0
1.9399,0.0
1.9418,0.0
1.9437,0.0
1.9456,0.0
1.9475,0.0
1.9494,0.0
1.9513,0.0
1.9532,0.0
1.9551,0.0
1.957,0.0
1.9589,0.0
1.9608,0.0
1.9627,0.0
1.9646,0.0
1.9665,0.0
1.9684,0.0
1.9703,0.0
1.9722,0.0
1.9741,0.0
1.976,0.0
1.9779,0.0
1.9798,0.0
1.9817,0.0
1.9836,0.0
1.9855,0.0
1.9874,0.0
1.9893,0.0
1.9912,0.0
1.9931,0.0
1.995,0.0
1.9969,0.0
1.9988,0.0
2.0007,0.0
2.0026,0.0
2.0045,0.0
2.0064,0.0
2.0083,0.0
2.0102,0.0
2.0121,0.0
2.014,0.0
2.0159,0.0
2.0178,0.0
2.0197,0.0
2.0216,0.0
2.0235,0.0
2.0254,0.0
2.0273,0.0
2.0292,0.0
2.0311,0.0
2.033,0.0
2.0349,0.0
2.0368,0.0
2.0387,0.0
2.0406,0.0
2.0425,0.0
2.0444,0.0
2.0463,0.0
2.0482,0.0
2.0501,0.0
2.052,0.0
2.0539,0.0
2.0558,0.0
2.0577,0.0
2.0596,0.0
2.0615,0.0
2.0634,0.0
2.0653,0.0
2.0672,0.0
2.0691,0.0
2.071,0.0
2.0729,0.0
2.0748,0.0
2.0767,0.0
2.0786,0.0
2.0805,0.0
2.0824,0.0
2.0843,0.0
2.0862,0.0
2.0881,0.0
2.09,0.0
2.0919,0.0
2.0938,0.0
2.0957,0.0
2.0976,0.0
2.0995,0.0
2.1014,0.0
2.1033,0.0
2.1052,0.0
2.1071,0.0
2.109,0.0
2.1109,0.0
2.1128,0.0
2.1147,0.0
2.1166,0.0
2.1185,0.0
2.1204,0.0
2.1223,0.0
2.1242,0.0
2.1261,0.0
2.128,0.0
2.1299,0.0
2.1318,0.0
2.1337,0.0
2.1356,0.0
2.1375,0.0
2.1394,0.0
2.1413,0.0
2.1432,0.0
2.1451,0.0
2.147,0.0
2.1489,0.0
2.1508,0.0
2.1527,0.0
2.1546,0.0
2.1565,0.0
2.1584,0.0
2.1603,0.0
2.1622,0.0
2.1641,0.0
2.166,0.0
2.1679,0.0
2.1698,0.0
2.1717,0.0
2.1736,0.0
2.1755,0.0
2.1774,0.0
2.1793,0.0
2.1812,0.0
2.1831,0.0
2.185,0.0
2.1869,0.0
2.1888,0.0
2.1907,0.0
2.1926,0.0
2.1945,0.0
2.1964,0.0
2.1983,0.0
2.2002,0.0
2.2021,0.0
2.204,0.0
2.2059,0.0
2.2078,0.0
2.2097,0.0
2.2116,0.0
2.2135,0.0
2.2154,0.0
2.2173,0.0
2.2192,0.0
2.2211,0.0
2.223,0.0
2.2249,0.0
2.2268,0.0
2.2287,0.0
2.2306,0.0
2.2325,0.0
2.2344,0.0
2.2363,0.0
2.2382,0.0
2.2401,0.0
2.242,0.0
2.2439,0.0
2.2458,0.0
2.2477,0.0
2.2496,0.0
2.2515,0.0
2.2534,0.0
2.2553,0.0
2.2572,0.0
2.2591,0.0
2.261,0.0
2.2629,0.0
2.2648,0.0
2.2667,0.0
2.2686,0.0
2.2705,0.0
2.2724,0.0
2.2743,0.0
2.2762,0.0
2.2781,0.0
2.28,0.0
2.2819,0.0
2.2838,0.0
2.2857,0.0
2.2876,0.0
2.2895,0.0
2.2914,0.0
2.2933,0.0
2.2952,0.0
2.2971,0.0
2.299,0.0
2.3009,0.0
2.3028,0.0
2.3047,0.0
2.3066,0.0
2.3085,0.0
2.3104,0.0
2.3123,0.0
2.3142,0.0
2.3161,0.0
2.318,0.0
2.3199,0.0
2.3218,0.0
2.3237,0.0
2.3256,0.0
2.3275,0.0
2.3294,0.0
2.3313,0.0
2.3332,0.0
2.3351,0.0
2.337,0.0
2.3389,0.0
2.3408,0.0
2.3427,0.0
2.3446,0.0
2.3465,0.0
2.3484,0.0
2.3503,0.0
2.3522,0.0
2.3541,0.0
2.356,0.0
2.3579,0.0
2.3598,0.0
2.3617,0.0
2.3636,0.0
2.3655,0.0
2.3674,0.0
2.3693,0.0
2.3712,0.0
2.3731,0.0
2.375,0.0
2.3769,0.0
2.3788,0.0
2.3807,0.0
2.3826,0.0
2.3845,0.0
2.3864,0.0
2.3883,0.0
2.3902,0.0
2.3921,0.0
2.394,0.0
2.3959,0.0
2.3978,0.0
2.3997,0.0
2.4016,0.0
2.4035,0.0
2.4054,0.0
2.4073,0.0
2.4092,0.0
2.4111,0.0
2.413,0.0
2.4149,0.0
2.4168,0.0
2.4187,0.0
2.4206,0.0
2.4225,0.0
2.4244,0.0
2.4263,0.0
2.4282,0.0
2.4301,0.0
2.432,0.0
2.4339,0.0
2.4358,0.0
2.4377,0.0
2.4396,0.0
2.4415,0.0
2.4434,0.0
2.4453,0.0
2.4472,0.0
2.4491,0.0
2.451,0.0
2.4529,0.0
2.4548,0.0
2.4567,0.0
2.4586,0.0
2.4605,0.0
2.4624,0.0
2.4643,0.0
2.4662,0.0
2.4681,0.0
2.47,0.0
2.4719,0.0
2.4738,0.0
2.4757,0.0
2.4776,0.0
2.4795,0.0
2.4814,0.0
2.4833,0.0
2.4852,0.0
2.4871,0.0
2.489,0.0
2.4909,0.0
2.4928,0.0
2.4947,0.0
2.4966,0.0
2.4985,0.0
2.5004,0.0
2.5023,0.0
2.5042,0.0
2.5061,0.0
2.508,0.0
2.5099,0.0
2.5118,0.0
2.5137,0.0
2.5156,0.0
2.5175,0.0
2.5194,0.0
2.5213,0.0
2.5232,0.0
2.5251,0.0
2.527,0.0
2.5289,0.0
2.5308,0.0
2.5327,0.0
2.5346,0.0
2.5365,0.0
2.5384,0.0
2.5403,0.0
2.5422,0.0
2.5441,0.0
2.546,0.0
2.5479,0.0
2.5498,0.0
2.5517,0.0
2.5536,0.0
2.5555,0.0
2.5574,0.0
2.5593,0.0
2.5612,0.0
2.5631,0.0
2.565,0.0
2.5669,0.0
2.5688,0.0
2.5707,0.0
2.5726,0.0
2.5745,0.0
2.5764,0.0
2.5783,0.0
2.5802,0.0
2.5821,0.0
2.584,0.0
2.5859,0.0
2.5878,0.0
2.5897,0.0
2.5916,0.0
2.5935,0.0
2.5954,0.0
2.5973,0.0
2.5992,0.0
2.6011,0.0
2.603,0.0
2.6049,0.0
2.6068,0.0
2.6087,0.0
2.6106,0.0
2.6125,0.0
2.6144,0.0
2.6163,0.0
2.6182,0.0
2.6201,0.0
2.622,0.0
2.6239,0.0
2.6258,0.0
2.6277,0.0
2.6296,0.0
2.6315,0.0
2.6334,0.0
2.6353,0.0
2.6372,0.0
2.6391,0.0
2.641,0.0
2.6429,0.0
2.6448,0.0
2.6467,0.0
2.6486,0.0
2.6505,0.0
2.6524,0.0
2.6543,0.0
2.6562,0.0
2.6581,0.0
2.66,0.0
2.6619,0.0
2.6638,0.0
2.6657,0.0
2.6676,0.0
2.6695,0.0
2.6714,0.0
2.6733,0.0
2.6752,0.0
2.6771,0.0
2.679,0.0
2.6809,0.0
2.6828,0.0
2.6847,0.0
2.6866,0.0
2.6885,0.0
2.6904,0.0
2.6923,0.0
2.6942,0.0
2.6961,0.0
2.698,0.0
2.6999,0.0
2.7018,0.0
2.7037,0.0
2.7056,0.0
2.7075,0.0
2.7094,0.0
2.7113,0.0
2.7132,0.0
2.7151,0.0
2.717,0.0
2.7189,0.0
2.7208,0.0
2.7227,0.0
2.7246,0.0
2.7265,0.0
2.7284,0.0
2.7303,0.0
2.7322,0.0
2.7341,0.0
2.736,0.0
2.7379,0.0
2.7398,0.0
2.7417,0.0
2.7436,0.0
2.7455,0.0
2.7474,0.0
2.7493,0.0
2.7512,0.0
2.7531,0.0
2.755,0.0
2.7569,0.0
2.7588,0.0
2.7607,0.0
2.7626,0.0
2.7645,0.0
2.7664,0.0
2.7683,0.0
2.7702,0.0
2.7721,0.0
2.774,0.0
2.7759,0.0
2.7778,0.0
2.7797,0.0
2.7816,0.0
2.7835,0.0
2.7854,0.0
2.7873,0.0
2.7892,0.0
2.7911,0.0
2.793,0.0
2.7949,0.0
2.7968,0.0
2.7987,0.0
2.8006,0.0
2.8025,0.0
2.8044,0.0
2.8063,0.0
2.8082,0.0
2.8101,0.0
2.812,0.0
2.8139,0.0
2.8158,0.0
2.8177,0.0
2.8196,0.0
2.8215,0.0
2.8234,0.0
2.8253,0.0
2.8272,0.0
2.8291,0.0
2.831,0.0
2.8329,0.0
2.8348,0.0
2.8367,0.0
2.8386,0.0
2.8405,0.0
2.8424,0.0
2.8443,0.0
2.8462,0.0
2.8481,0.0
2.85,0.0
2.8519,0.0
2.8538,0.0
2.8557,0.0
2.8576,0.0
2.8595,0.0
2.8614,0.0
2.8633,0.0
2.8652,0.0
2.8671,0.0
2.869,0.0
2.8709,0.0
2.8728,0.0
2.8747,0.0
2.8766,0.0
2.8785,0.0
2.8804,0.0
2.8823,0.0
2.8842,0.0
2.8861,0.0
2.888,0.0
2.8899,0.0
2.8918,0.0
2.8937,0.0
2.8956,0.0
2.8975,0.0
2.8994,0.0
2.9013,0.0
2.9032,0.0
2.9051,0.0
2.907,0.0
2.9089,0.0
2.9108,0.0
2.9127,0.0
2.9146,0.0
2.9165,0.0
2.9184,0.0
2.9203,0.0
2.9222,0.0
2.9241,0.0
2.926,0.0
2.9279,0.0
2.9298,0.0
2.9317,0.0
2.9336,0.0
2.9355,0.0
2.9374,0.0
2.9393,0.0
2.9412,0.0
2.9431,0.0
2.945,0.0
2.9469,0.0
2.9488,0.0
2.9507,0.0
2.9526,0.0
2.9545,0.0
2.9564,0.0
2.9583,0.0
2.9602,0.0
2.9621,0.0
2.964,0.0
2.9659,0.0
2.9678,0.0
2.9697,0.0
2.9716,0.0
2.9735,0.0
2.9754,0.0
2.9773,0.0
2.9792,0.0
2.9811,0.0
2.983,0.0
2.9849,0.0
